,Unnamed: 0,Username,Ulasan,Kategori,hasil,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
260,260,Farida Utami,tempatnya adem suejuk bersih makanannya jg enak toilet bersih pokoknya nyaman bnget cuma sayang akses masuknya msh sempit,negatif,"['tempatnya', 'adem', 'suejuk', 'bersih', 'makanannya', 'jg', 'enak', 'toilet', 'bersih', 'pokoknya', 'nyaman', 'bnget', 'cuma', 'sayang', 'akses', 'masuknya', 'msh', 'sempit']","['tempatnya', 'adem', 'suejuk', 'bersih', 'makanannya', 'jg', 'enak', 'toilet', 'bersih', 'pokoknya', 'nyaman', 'bnget', 'cuma', 'sayang', 'akses', 'masuknya', 'msh', 'sempit']","['tempatnya', 'adem', 'suejuk', 'bersih', 'makanannya', 'jg', 'enak', 'toilet', 'bersih', 'pokoknya', 'nyaman', 'bnget', 'sayang', 'akses', 'masuknya', 'msh', 'sempit']","['tempatnya', 'adem', 'suejuk', 'bersih', 'makanannya', 'jg', 'enak', 'toilet', 'bersih', 'pokoknya', 'nyaman', 'bnget', 'sayang', 'akses', 'masuknya', 'msh', 'sempit']","['tempat', 'adem', 'suejuk', 'bersih', 'makan', 'jg', 'enak', 'toilet', 'bersih', 'pokok', 'nyaman', 'bnget', 'sayang', 'akses', 'masuk', 'msh', 'sempit']"
261,261,Ulliyah Trisna Widayati,asriii  dingin banget disana  sejuk  pengunjungnya juga nggak terlalu berduselan  jd masih nyaman  cuma saya agak kesel sama parkir  kan didepan sudah bayar untuk sepeda motor k  eh tp pas pulang suruh bayar parkir lg k  trus makanannya  ,negatif,"['asriii', 'dingin', 'banget', 'disana', 'sejuk', 'pengunjungnya', 'juga', 'nggak', 'terlalu', 'berduselan', 'jd', 'masih', 'nyaman', 'cuma', 'saya', 'agak', 'kesel', 'sama', 'parkir', 'kan', 'didepan', 'sudah', 'bayar', 'untuk', 'sepeda', 'motor', 'k', 'eh', 'tp', 'pas', 'pulang', 'suruh', 'bayar', 'parkir', 'lg', 'k', 'trus', 'makanannya']","['asriii', 'dingin', 'banget', 'disana', 'sejuk', 'pengunjungnya', 'juga', 'nggak', 'terlalu', 'berduselan', 'jd', 'masih', 'nyaman', 'cuma', 'saya', 'agak', 'kesel', 'sama', 'parkir', 'kan', 'didepan', 'sudah', 'bayar', 'untuk', 'sepeda', 'motor', 'k', 'eh', 'tp', 'pas', 'pulang', 'suruh', 'bayar', 'parkir', 'lg', 'k', 'trus', 'makanannya']","['asriii', 'dingin', 'banget', 'disana', 'sejuk', 'pengunjungnya', 'nggak', 'berduselan', 'jd', 'nyaman', 'kesel', 'parkir', 'didepan', 'bayar', 'sepeda', 'motor', 'k', 'eh', 'tp', 'pas', 'pulang', 'suruh', 'bayar', 'parkir', 'lg', 'k', 'trus', 'makanannya']","['asriii', 'dingin', 'banget', 'disana', 'sejuk', 'pengunjungnya', 'nggak', 'berduselan', 'jd', 'nyaman', 'kesel', 'parkir', 'didepan', 'bayar', 'sepeda', 'motor', 'k', 'eh', 'tp', 'pas', 'pulang', 'suruh', 'bayar', 'parkir', 'lg', 'k', 'trus', 'makanannya']","['asriii', 'dingin', 'banget', 'sana', 'sejuk', 'unjung', 'nggak', 'berduselan', 'jd', 'nyaman', 'kesel', 'parkir', 'depan', 'bayar', 'sepeda', 'motor', 'k', 'eh', 'tp', 'pas', 'pulang', 'suruh', 'bayar', 'parkir', 'lg', 'k', 'trus', 'makan']"
262,262,ridha styana,tempatnya nyaman suasanya asri bgt lebih bagus dari yg dlu tempat wisata yg recoment dr tiket masuk gk mahal tempat wisata yang menarik,positif,"['tempatnya', 'nyaman', 'suasanya', 'asri', 'bgt', 'lebih', 'bagus', 'dari', 'yg', 'dlu', 'tempat', 'wisata', 'yg', 'recoment', 'dr', 'tiket', 'masuk', 'gk', 'mahal', 'tempat', 'wisata', 'yang', 'menarik']","['tempatnya', 'nyaman', 'suasanya', 'asri', 'bgt', 'lebih', 'bagus', 'dari', 'yg', 'dlu', 'tempat', 'wisata', 'yg', 'recoment', 'dr', 'tiket', 'masuk', 'gk', 'mahal', 'tempat', 'wisata', 'yang', 'menarik']","['tempatnya', 'nyaman', 'suasanya', 'asri', 'bgt', 'bagus', 'yg', 'dlu', 'wisata', 'yg', 'recoment', 'dr', 'tiket', 'masuk', 'gk', 'mahal', 'wisata', 'menarik']","['tempatnya', 'nyaman', 'suasanya', 'asri', 'bgt', 'bagus', 'yg', 'dlu', 'wisata', 'yg', 'recoment', 'dr', 'tiket', 'masuk', 'gk', 'mahal', 'wisata', 'menarik']","['tempat', 'nyaman', 'suasa', 'asri', 'bgt', 'bagus', 'yg', 'dlu', 'wisata', 'yg', 'recoment', 'dr', 'tiket', 'masuk', 'gk', 'mahal', 'wisata', 'tarik']"
263,263,Ayu Novia Sari,waktu kesini di oktober  udah beda banget sama  tahun yang lalu  udah mulai dirapikan bagian pinggir kolamnya dan dibangun semacam hobbitton gitu  keseluruhan semakin bagus dan bersih ,positif,"['waktu', 'kesini', 'di', 'oktober', 'udah', 'beda', 'banget', 'sama', 'tahun', 'yang', 'lalu', 'udah', 'mulai', 'dirapikan', 'bagian', 'pinggir', 'kolamnya', 'dan', 'dibangun', 'semacam', 'hobbitton', 'gitu', 'keseluruhan', 'semakin', 'bagus', 'dan', 'bersih']","['waktu', 'kesini', 'di', 'oktober', 'udah', 'beda', 'banget', 'sama', 'tahun', 'yang', 'lalu', 'udah', 'mulai', 'dirapikan', 'bagian', 'pinggir', 'kolamnya', 'dan', 'dibangun', 'semacam', 'hobbitton', 'gitu', 'keseluruhan', 'semakin', 'bagus', 'dan', 'bersih']","['kesini', 'oktober', 'udah', 'beda', 'banget', 'udah', 'dirapikan', 'pinggir', 'kolamnya', 'dibangun', 'hobbitton', 'gitu', 'bagus', 'bersih']","['kesini', 'oktober', 'udah', 'beda', 'banget', 'udah', 'dirapikan', 'pinggir', 'kolamnya', 'dibangun', 'hobbitton', 'gitu', 'bagus', 'bersih']","['kesini', 'oktober', 'udah', 'beda', 'banget', 'udah', 'rapi', 'pinggir', 'kolam', 'bangun', 'hobbitton', 'gitu', 'bagus', 'bersih']"
264,264,Aldi purnomo,suasana sejuk dan dingin  pemandangan indah saat perjalanan menuju air terjun  banyak fasilitas umum seperti warung  toilet  musholla  parkir dll  hampir setiap minggu  ramiai pengunjung  disekitar air terjun juga banyak taman taman buatan dan gazebo untuk nongkrong,positif,"['suasana', 'sejuk', 'dan', 'dingin', 'pemandangan', 'indah', 'saat', 'perjalanan', 'menuju', 'air', 'terjun', 'banyak', 'fasilitas', 'umum', 'seperti', 'warung', 'toilet', 'musholla', 'parkir', 'dll', 'hampir', 'setiap', 'minggu', 'ramiai', 'pengunjung', 'disekitar', 'air', 'terjun', 'juga', 'banyak', 'taman', 'taman', 'buatan', 'dan', 'gazebo', 'untuk', 'nongkrong']","['suasana', 'sejuk', 'dan', 'dingin', 'pemandangan', 'indah', 'saat', 'perjalanan', 'menuju', 'air', 'terjun', 'banyak', 'fasilitas', 'umum', 'seperti', 'warung', 'toilet', 'musholla', 'parkir', 'dll', 'hampir', 'setiap', 'minggu', 'ramiai', 'pengunjung', 'disekitar', 'air', 'terjun', 'juga', 'banyak', 'taman', 'taman', 'buatan', 'dan', 'gazebo', 'untuk', 'nongkrong']","['suasana', 'sejuk', 'dingin', 'pemandangan', 'indah', 'perjalanan', 'air', 'terjun', 'fasilitas', 'warung', 'toilet', 'musholla', 'parkir', 'dll', 'minggu', 'ramiai', 'pengunjung', 'disekitar', 'air', 'terjun', 'taman', 'taman', 'buatan', 'gazebo', 'nongkrong']","['suasana', 'sejuk', 'dingin', 'pemandangan', 'indah', 'perjalanan', 'air', 'terjun', 'fasilitas', 'warung', 'toilet', 'musholla', 'parkir', 'dll', 'minggu', 'ramiai', 'pengunjung', 'disekitar', 'air', 'terjun', 'taman', 'taman', 'buatan', 'gazebo', 'nongkrong']","['suasana', 'sejuk', 'dingin', 'pandang', 'indah', 'jalan', 'air', 'terjun', 'fasilitas', 'warung', 'toilet', 'musholla', 'parkir', 'dll', 'minggu', 'ramiai', 'unjung', 'sekitar', 'air', 'terjun', 'taman', 'taman', 'buat', 'gazebo', 'nongkrong']"
265,265,Firyal Mhaq,tempat wisata paket komplit   air terjun dlundung   tempat camping  ada persewaan tenda juga   ,positif,"['tempat', 'wisata', 'paket', 'komplit', 'air', 'terjun', 'dlundung', 'tempat', 'camping', 'ada', 'persewaan', 'tenda', 'juga']","['tempat', 'wisata', 'paket', 'komplit', 'air', 'terjun', 'dlundung', 'tempat', 'camping', 'ada', 'persewaan', 'tenda', 'juga']","['wisata', 'paket', 'komplit', 'air', 'terjun', 'dlundung', 'camping', 'persewaan', 'tenda']","['wisata', 'paket', 'komplit', 'air', 'terjun', 'dlundung', 'camping', 'persewaan', 'tenda']","['wisata', 'paket', 'komplit', 'air', 'terjun', 'dlundung', 'camping', 'sewa', 'tenda']"
266,266,Rap Raptor,tempanya bagus  sudah tertata dengan baik   fasilitas lengkap  lebih baik datang dihari kerja dengan ambil cuti  kalau weekend ramai diarea air terjun penuh pengunjung ,positif,"['tempanya', 'bagus', 'sudah', 'tertata', 'dengan', 'baik', 'fasilitas', 'lengkap', 'lebih', 'baik', 'datang', 'dihari', 'kerja', 'dengan', 'ambil', 'cuti', 'kalau', 'weekend', 'ramai', 'diarea', 'air', 'terjun', 'penuh', 'pengunjung']","['tempanya', 'bagus', 'sudah', 'tertata', 'dengan', 'baik', 'fasilitas', 'lengkap', 'lebih', 'baik', 'datang', 'dihari', 'kerja', 'dengan', 'ambil', 'cuti', 'kalau', 'weekend', 'ramai', 'diarea', 'air', 'terjun', 'penuh', 'pengunjung']","['tempanya', 'bagus', 'tertata', 'fasilitas', 'lengkap', 'dihari', 'kerja', 'ambil', 'cuti', 'weekend', 'ramai', 'diarea', 'air', 'terjun', 'penuh', 'pengunjung']","['tempanya', 'bagus', 'tertata', 'fasilitas', 'lengkap', 'dihari', 'kerja', 'ambil', 'cuti', 'weekend', 'ramai', 'diarea', 'air', 'terjun', 'penuh', 'pengunjung']","['tempa', 'bagus', 'tata', 'fasilitas', 'lengkap', 'hari', 'kerja', 'ambil', 'cuti', 'weekend', 'ramai', 'area', 'air', 'terjun', 'penuh', 'unjung']"
267,267,Siti Suryani Nur Latifah,tempatnya lumayan sih kalo buat sekedar pengen liat air terjun  jalannya ga terlalu nanjak  kalo ajak anak anak atau orang tua masih bisa disini ,positif,"['tempatnya', 'lumayan', 'sih', 'kalo', 'buat', 'sekedar', 'pengen', 'liat', 'air', 'terjun', 'jalannya', 'ga', 'terlalu', 'nanjak', 'kalo', 'ajak', 'anak', 'anak', 'atau', 'orang', 'tua', 'masih', 'bisa', 'disini']","['tempatnya', 'lumayan', 'sih', 'kalo', 'buat', 'sekedar', 'pengen', 'liat', 'air', 'terjun', 'jalannya', 'ga', 'terlalu', 'nanjak', 'kalo', 'ajak', 'anak', 'anak', 'atau', 'orang', 'tua', 'masih', 'bisa', 'disini']","['tempatnya', 'lumayan', 'sih', 'kalo', 'sekedar', 'pengen', 'liat', 'air', 'terjun', 'jalannya', 'ga', 'nanjak', 'kalo', 'ajak', 'anak', 'anak', 'orang', 'tua']","['tempatnya', 'lumayan', 'sih', 'kalo', 'sekedar', 'pengen', 'liat', 'air', 'terjun', 'jalannya', 'ga', 'nanjak', 'kalo', 'ajak', 'anak', 'anak', 'orang', 'tua']","['tempat', 'lumayan', 'sih', 'kalo', 'dar', 'ken', 'liat', 'air', 'terjun', 'jalan', 'ga', 'nanjak', 'kalo', 'ajak', 'anak', 'anak', 'orang', 'tua']"
268,268,Hanna R,tempat wisata yg sejuk dan betah buat berlama  disini anak  bs mandi   bs berkemah bareng keluarga besar seru pokok e  lahan parkir luas untuk biaya parkir mobil rb trs klo laper g perlu khawatir bnyk t mkn   minum nya hrga juga terjangkau ,positif,"['tempat', 'wisata', 'yg', 'sejuk', 'dan', 'betah', 'buat', 'berlama', 'disini', 'anak', 'bs', 'mandi', 'bs', 'berkemah', 'bareng', 'keluarga', 'besar', 'seru', 'pokok', 'e', 'lahan', 'parkir', 'luas', 'untuk', 'biaya', 'parkir', 'mobil', 'rb', 'trs', 'klo', 'laper', 'g', 'perlu', 'khawatir', 'bnyk', 't', 'mkn', 'minum', 'nya', 'hrga', 'juga', 'terjangkau']","['tempat', 'wisata', 'yg', 'sejuk', 'dan', 'betah', 'buat', 'berlama', 'disini', 'anak', 'bs', 'mandi', 'bs', 'berkemah', 'bareng', 'keluarga', 'besar', 'seru', 'pokok', 'e', 'lahan', 'parkir', 'luas', 'untuk', 'biaya', 'parkir', 'mobil', 'rb', 'trs', 'klo', 'laper', 'g', 'perlu', 'khawatir', 'bnyk', 't', 'mkn', 'minum', 'nya', 'hrga', 'juga', 'terjangkau']","['wisata', 'yg', 'sejuk', 'betah', 'berlama', 'anak', 'bs', 'mandi', 'bs', 'berkemah', 'bareng', 'keluarga', 'seru', 'pokok', 'e', 'lahan', 'parkir', 'luas', 'biaya', 'parkir', 'mobil', 'rb', 'trs', 'klo', 'laper', 'g', 'khawatir', 'bnyk', 't', 'mkn', 'minum', 'nya', 'hrga', 'terjangkau']","['wisata', 'yg', 'sejuk', 'betah', 'berlama', 'anak', 'bs', 'mandi', 'bs', 'berkemah', 'bareng', 'keluarga', 'seru', 'pokok', 'e', 'lahan', 'parkir', 'luas', 'biaya', 'parkir', 'mobil', 'rb', 'trs', 'klo', 'laper', 'g', 'khawatir', 'bnyk', 't', 'mkn', 'minum', 'nya', 'hrga', 'terjangkau']","['wisata', 'yg', 'sejuk', 'betah', 'lama', 'anak', 'bs', 'mandi', 'bs', 'kemah', 'bareng', 'keluarga', 'seru', 'pokok', 'e', 'lahan', 'parkir', 'luas', 'biaya', 'parkir', 'mobil', 'rb', 'trs', 'klo', 'laper', 'g', 'khawatir', 'bnyk', 't', 'mkn', 'minum', 'nya', 'hrga', 'jangkau']"
269,269,Chairul Anam,keren pemandangan alamnya cantik waktu dilihat ketinggian  penataan bagus jalan kewisata lebar penjual makanan mura ramah dikantong ,positif,"['keren', 'pemandangan', 'alamnya', 'cantik', 'waktu', 'dilihat', 'ketinggian', 'penataan', 'bagus', 'jalan', 'kewisata', 'lebar', 'penjual', 'makanan', 'mura', 'ramah', 'dikantong']","['keren', 'pemandangan', 'alamnya', 'cantik', 'waktu', 'dilihat', 'ketinggian', 'penataan', 'bagus', 'jalan', 'kewisata', 'lebar', 'penjual', 'makanan', 'mura', 'ramah', 'dikantong']","['keren', 'pemandangan', 'alamnya', 'cantik', 'ketinggian', 'penataan', 'bagus', 'jalan', 'kewisata', 'lebar', 'penjual', 'makanan', 'mura', 'ramah', 'dikantong']","['keren', 'pemandangan', 'alamnya', 'cantik', 'ketinggian', 'penataan', 'bagus', 'jalan', 'kewisata', 'lebar', 'penjual', 'makanan', 'mura', 'ramah', 'dikantong']","['keren', 'pandang', 'alam', 'cantik', 'tinggi', 'tata', 'bagus', 'jalan', 'wisata', 'lebar', 'jual', 'makan', 'mura', 'ramah', 'kantong']"
270,270,Atik Widya,byk perubahan dan lbh baik  fasilitas jg lengkap  jln setapak jg sdh dilapisi kayu  dan ada pengaman pagar besi menuju air terjun,positif,"['byk', 'perubahan', 'dan', 'lbh', 'baik', 'fasilitas', 'jg', 'lengkap', 'jln', 'setapak', 'jg', 'sdh', 'dilapisi', 'kayu', 'dan', 'ada', 'pengaman', 'pagar', 'besi', 'menuju', 'air', 'terjun']","['byk', 'perubahan', 'dan', 'lbh', 'baik', 'fasilitas', 'jg', 'lengkap', 'jln', 'setapak', 'jg', 'sdh', 'dilapisi', 'kayu', 'dan', 'ada', 'pengaman', 'pagar', 'besi', 'menuju', 'air', 'terjun']","['byk', 'perubahan', 'lbh', 'fasilitas', 'jg', 'lengkap', 'jln', 'setapak', 'jg', 'sdh', 'dilapisi', 'kayu', 'pengaman', 'pagar', 'besi', 'air', 'terjun']","['byk', 'perubahan', 'lbh', 'fasilitas', 'jg', 'lengkap', 'jln', 'setapak', 'jg', 'sdh', 'dilapisi', 'kayu', 'pengaman', 'pagar', 'besi', 'air', 'terjun']","['byk', 'ubah', 'lbh', 'fasilitas', 'jg', 'lengkap', 'jln', 'setapak', 'jg', 'sdh', 'lapis', 'kayu', 'kam', 'pagar', 'besi', 'air', 'terjun']"
271,271,Eko Hari Susanto,pengembangan wisata air terjun yang sekarang menjadi sangat menarik  penataan yang sangat menarik  banyak obyek foto bagus selain air terjun utama,positif,"['pengembangan', 'wisata', 'air', 'terjun', 'yang', 'sekarang', 'menjadi', 'sangat', 'menarik', 'penataan', 'yang', 'sangat', 'menarik', 'banyak', 'obyek', 'foto', 'bagus', 'selain', 'air', 'terjun', 'utama']","['pengembangan', 'wisata', 'air', 'terjun', 'yang', 'sekarang', 'menjadi', 'sangat', 'menarik', 'penataan', 'yang', 'sangat', 'menarik', 'banyak', 'obyek', 'foto', 'bagus', 'selain', 'air', 'terjun', 'utama']","['pengembangan', 'wisata', 'air', 'terjun', 'menarik', 'penataan', 'menarik', 'obyek', 'foto', 'bagus', 'air', 'terjun', 'utama']","['pengembangan', 'wisata', 'air', 'terjun', 'menarik', 'penataan', 'menarik', 'obyek', 'foto', 'bagus', 'air', 'terjun', 'utama']","['kembang', 'wisata', 'air', 'terjun', 'tarik', 'tata', 'tarik', 'obyek', 'foto', 'bagus', 'air', 'terjun', 'utama']"
272,272,Agung Sudarmanto,tempat yg nyaman untuk mengenalkan anak dg wisata alam  lain pekan akan kembali kesini sekalian camping ,positif,"['tempat', 'yg', 'nyaman', 'untuk', 'mengenalkan', 'anak', 'dg', 'wisata', 'alam', 'lain', 'pekan', 'akan', 'kembali', 'kesini', 'sekalian', 'camping']","['tempat', 'yg', 'nyaman', 'untuk', 'mengenalkan', 'anak', 'dg', 'wisata', 'alam', 'lain', 'pekan', 'akan', 'kembali', 'kesini', 'sekalian', 'camping']","['yg', 'nyaman', 'mengenalkan', 'anak', 'dg', 'wisata', 'alam', 'pekan', 'kesini', 'camping']","['yg', 'nyaman', 'mengenalkan', 'anak', 'dg', 'wisata', 'alam', 'pekan', 'kesini', 'camping']","['yg', 'nyaman', 'kenal', 'anak', 'dg', 'wisata', 'alam', 'pekan', 'kesini', 'camping']"
273,273,Reni Yunita,bagi penggemar wisata alam  ini sangat menyegarkan mata  coba dilokasi ada pasar sayur hasil petani  pasti tambah suwip   itu aja sih masukan y  semoga next sya kesna pasar sayur y udah ada  hehe,positif,"['bagi', 'penggemar', 'wisata', 'alam', 'ini', 'sangat', 'menyegarkan', 'mata', 'coba', 'dilokasi', 'ada', 'pasar', 'sayur', 'hasil', 'petani', 'pasti', 'tambah', 'suwip', 'itu', 'aja', 'sih', 'masukan', 'y', 'semoga', 'next', 'sya', 'kesna', 'pasar', 'sayur', 'y', 'udah', 'ada', 'hehe']","['bagi', 'penggemar', 'wisata', 'alam', 'ini', 'sangat', 'menyegarkan', 'mata', 'coba', 'dilokasi', 'ada', 'pasar', 'sayur', 'hasil', 'petani', 'pasti', 'tambah', 'suwip', 'itu', 'aja', 'sih', 'masukan', 'y', 'semoga', 'next', 'sya', 'kesna', 'pasar', 'sayur', 'y', 'udah', 'ada', 'hehe']","['penggemar', 'wisata', 'alam', 'menyegarkan', 'mata', 'coba', 'dilokasi', 'pasar', 'sayur', 'hasil', 'petani', 'suwip', 'aja', 'sih', 'masukan', 'y', 'semoga', 'next', 'sya', 'kesna', 'pasar', 'sayur', 'y', 'udah', 'hehe']","['penggemar', 'wisata', 'alam', 'menyegarkan', 'mata', 'coba', 'dilokasi', 'pasar', 'sayur', 'hasil', 'petani', 'suwip', 'aja', 'sih', 'masukan', 'y', 'semoga', 'next', 'sya', 'kesna', 'pasar', 'sayur', 'y', 'udah', 'hehe']","['gemar', 'wisata', 'alam', 'segar', 'mata', 'coba', 'lokasi', 'pasar', 'sayur', 'hasil', 'tani', 'suwip', 'aja', 'sih', 'masuk', 'y', 'moga', 'next', 'sya', 'kesna', 'pasar', 'sayur', 'y', 'udah', 'hehe']"
274,274,Khikee Zhao,tempat wisata dengan pemandangan air terjun di buat sedemikian rupa agar bisa dinikmati bersama keluarga cocok juga buat anak anak karena tempatnya aman,positif,"['tempat', 'wisata', 'dengan', 'pemandangan', 'air', 'terjun', 'di', 'buat', 'sedemikian', 'rupa', 'agar', 'bisa', 'dinikmati', 'bersama', 'keluarga', 'cocok', 'juga', 'buat', 'anak', 'anak', 'karena', 'tempatnya', 'aman']","['tempat', 'wisata', 'dengan', 'pemandangan', 'air', 'terjun', 'di', 'buat', 'sedemikian', 'rupa', 'agar', 'bisa', 'dinikmati', 'bersama', 'keluarga', 'cocok', 'juga', 'buat', 'anak', 'anak', 'karena', 'tempatnya', 'aman']","['wisata', 'pemandangan', 'air', 'terjun', 'rupa', 'dinikmati', 'keluarga', 'cocok', 'anak', 'anak', 'tempatnya', 'aman']","['wisata', 'pemandangan', 'air', 'terjun', 'rupa', 'dinikmati', 'keluarga', 'cocok', 'anak', 'anak', 'tempatnya', 'aman']","['wisata', 'pandang', 'air', 'terjun', 'rupa', 'nikmat', 'keluarga', 'cocok', 'anak', 'anak', 'tempat', 'aman']"
275,275,Anisa Rab Adi,pemandangan air terjun bagus dan sudah diperbarui  terdapat taman kelinci  hati jika membawa anak kecil karena tekstur tanahnya miring jadi takut jatuh terpeleset  untuk tiket masuk kesini harganya  ribu terus parkir motor bayar lagi  ribu  masuk ke taman kelinci per orang bayar  ribu dan per ikat wortel  ribu ,negatif,"['pemandangan', 'air', 'terjun', 'bagus', 'dan', 'sudah', 'diperbarui', 'terdapat', 'taman', 'kelinci', 'hati', 'jika', 'membawa', 'anak', 'kecil', 'karena', 'tekstur', 'tanahnya', 'miring', 'jadi', 'takut', 'jatuh', 'terpeleset', 'untuk', 'tiket', 'masuk', 'kesini', 'harganya', 'ribu', 'terus', 'parkir', 'motor', 'bayar', 'lagi', 'ribu', 'masuk', 'ke', 'taman', 'kelinci', 'per', 'orang', 'bayar', 'ribu', 'dan', 'per', 'ikat', 'wortel', 'ribu']","['pemandangan', 'air', 'terjun', 'bagus', 'dan', 'sudah', 'diperbarui', 'terdapat', 'taman', 'kelinci', 'hati', 'jika', 'membawa', 'anak', 'kecil', 'karena', 'tekstur', 'tanahnya', 'miring', 'jadi', 'takut', 'jatuh', 'terpeleset', 'untuk', 'tiket', 'masuk', 'kesini', 'harganya', 'ribu', 'terus', 'parkir', 'motor', 'bayar', 'lagi', 'ribu', 'masuk', 'ke', 'taman', 'kelinci', 'per', 'orang', 'bayar', 'ribu', 'dan', 'per', 'ikat', 'wortel', 'ribu']","['pemandangan', 'air', 'terjun', 'bagus', 'diperbarui', 'taman', 'kelinci', 'hati', 'membawa', 'anak', 'tekstur', 'tanahnya', 'miring', 'takut', 'jatuh', 'terpeleset', 'tiket', 'masuk', 'kesini', 'harganya', 'ribu', 'parkir', 'motor', 'bayar', 'ribu', 'masuk', 'taman', 'kelinci', 'orang', 'bayar', 'ribu', 'ikat', 'wortel', 'ribu']","['pemandangan', 'air', 'terjun', 'bagus', 'diperbarui', 'taman', 'kelinci', 'hati', 'membawa', 'anak', 'tekstur', 'tanahnya', 'miring', 'takut', 'jatuh', 'terpeleset', 'tiket', 'masuk', 'kesini', 'harganya', 'ribu', 'parkir', 'motor', 'bayar', 'ribu', 'masuk', 'taman', 'kelinci', 'orang', 'bayar', 'ribu', 'ikat', 'wortel', 'ribu']","['pandang', 'air', 'terjun', 'bagus', 'baru', 'taman', 'kelinci', 'hati', 'bawa', 'anak', 'tekstur', 'tanah', 'miring', 'takut', 'jatuh', 'peleset', 'tiket', 'masuk', 'kesini', 'harga', 'ribu', 'parkir', 'motor', 'bayar', 'ribu', 'masuk', 'taman', 'kelinci', 'orang', 'bayar', 'ribu', 'ikat', 'wortel', 'ribu']"
276,276,Kris Tiyanoko,disayangkan sudah di loket bayar parkir tapi masih kena parkir lagi   mgkn bisa di tertibkan supaya bisa lebih baik lagi   ,negatif,"['disayangkan', 'sudah', 'di', 'loket', 'bayar', 'parkir', 'tapi', 'masih', 'kena', 'parkir', 'lagi', 'mgkn', 'bisa', 'di', 'tertibkan', 'supaya', 'bisa', 'lebih', 'baik', 'lagi']","['disayangkan', 'sudah', 'di', 'loket', 'bayar', 'parkir', 'tapi', 'masih', 'kena', 'parkir', 'lagi', 'mgkn', 'bisa', 'di', 'tertibkan', 'supaya', 'bisa', 'lebih', 'baik', 'lagi']","['disayangkan', 'loket', 'bayar', 'parkir', 'kena', 'parkir', 'mgkn', 'tertibkan']","['disayangkan', 'loket', 'bayar', 'parkir', 'kena', 'parkir', 'mgkn', 'tertibkan']","['sayang', 'loket', 'bayar', 'parkir', 'kena', 'parkir', 'mgkn', 'tertib']"
277,277,Fatimatuz Zuhro,tempat wisata yg cocok sekali untuk ngadem  udaranya sejuk harga tiket masuk untuk dewasa   anak   tiket masuk taman kelinci  org  naik kuda rb,positif,"['tempat', 'wisata', 'yg', 'cocok', 'sekali', 'untuk', 'ngadem', 'udaranya', 'sejuk', 'harga', 'tiket', 'masuk', 'untuk', 'dewasa', 'anak', 'tiket', 'masuk', 'taman', 'kelinci', 'org', 'naik', 'kuda', 'rb']","['tempat', 'wisata', 'yg', 'cocok', 'sekali', 'untuk', 'ngadem', 'udaranya', 'sejuk', 'harga', 'tiket', 'masuk', 'untuk', 'dewasa', 'anak', 'tiket', 'masuk', 'taman', 'kelinci', 'org', 'naik', 'kuda', 'rb']","['wisata', 'yg', 'cocok', 'ngadem', 'udaranya', 'sejuk', 'harga', 'tiket', 'masuk', 'dewasa', 'anak', 'tiket', 'masuk', 'taman', 'kelinci', 'org', 'kuda', 'rb']","['wisata', 'yg', 'cocok', 'ngadem', 'udaranya', 'sejuk', 'harga', 'tiket', 'masuk', 'dewasa', 'anak', 'tiket', 'masuk', 'taman', 'kelinci', 'org', 'kuda', 'rb']","['wisata', 'yg', 'cocok', 'ngadem', 'udara', 'sejuk', 'harga', 'tiket', 'masuk', 'dewasa', 'anak', 'tiket', 'masuk', 'taman', 'kelinci', 'org', 'kuda', 'rb']"
278,278,Darus Red,pemandangan nya bagus area parkir tdk jauh dr air terjun penataan tempat juga bagus  ,positif,"['pemandangan', 'nya', 'bagus', 'area', 'parkir', 'tdk', 'jauh', 'dr', 'air', 'terjun', 'penataan', 'tempat', 'juga', 'bagus']","['pemandangan', 'nya', 'bagus', 'area', 'parkir', 'tdk', 'jauh', 'dr', 'air', 'terjun', 'penataan', 'tempat', 'juga', 'bagus']","['pemandangan', 'nya', 'bagus', 'area', 'parkir', 'tdk', 'dr', 'air', 'terjun', 'penataan', 'bagus']","['pemandangan', 'nya', 'bagus', 'area', 'parkir', 'tdk', 'dr', 'air', 'terjun', 'penataan', 'bagus']","['pandang', 'nya', 'bagus', 'area', 'parkir', 'tdk', 'dr', 'air', 'terjun', 'tata', 'bagus']"
